"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"Trpa1"	0	2.23605352286454	0.374	0.001	0
"Dst"	0	1.5893407572679	0.424	0.031	0
"Fev"	0	2.11137742691579	0.589	0.009	0
"Cryba2"	0	1.68985623898291	0.456	0.017	0
"Resp18"	0	1.36166942302259	0.264	0.007	0
"Pam"	0	1.48253503641578	0.415	0.025	0
"Rasal2"	0	1.80138522947793	0.459	0.027	0
"Lmx1a"	0	1.72839594221245	0.443	0	0
"Atf6"	0	2.29680140556265	0.573	0.049	0
"Vim"	0	4.3717991167611	0.856	0.01	0
"Slc38a11"	0	1.30551627464562	0.31	0	0
"Scn3a"	0	2.55980139746151	0.674	0.003	0
"Neurod1"	0	2.19562269975385	0.606	0.019	0
"Scg5"	0	1.72937755422669	0.456	0.015	0
"Prnp"	0	1.60709240805547	0.431	0.015	0
"Chgb"	0	7.52852667652623	0.991	0.086	0
"Snap25"	0	1.20546592121015	0.307	0.003	0
"Insm1"	0	2.18529881713049	0.615	0.027	0
"Nkx2-2"	0	1.56069445762564	0.445	0.019	0
"Celf3"	0	1.27138570859811	0.381	0.012	0
"Runx1t1"	0	1.3250242606957	0.321	0.01	0
"Cyp4b1"	0	1.70544434015923	0.427	0.015	0
"Cacna2d1"	0	1.42997208754706	0.383	0.012	0
"Rimbp2"	0	1.33638638127938	0.369	0.011	0
"Tac1"	0	5.87749149708967	0.929	0.018	0
"Syn2"	0	1.15059616209134	0.282	0.003	0
"Peg3"	0	1.4473376202936	0.294	0.01	0
"Aplp1"	0	1.85815577851169	0.553	0.029	0
"Ffar2"	0	1.66593972956612	0.461	0.045	0
"Tph1"	0	4.10335486884416	0.83	0.004	0
"C230038L03Rik"	0	1.78762450089367	0.307	0.001	0
"Cpe"	0	2.27669627851781	0.651	0.02	0
"Slc18a1"	0	1.79721187675082	0.463	0.011	0
"Cacna1a"	0	1.95241727450928	0.601	0.052	0
"Gnao1"	0	1.03442530039263	0.259	0.008	0
"Ets1"	0	1.073790148684	0.261	0.012	0
"Fxyd6"	0	2.12007350599783	0.491	0.006	0
"Scg3"	0	1.10030028595972	0.278	0.01	0
"Hmgn3"	0	2.90122629519396	0.716	0.019	0
"Tpbg"	0	2.21610671692238	0.44	0.015	0
"Ppp1r14c"	0	1.3919956561337	0.397	0.021	0
"Rfx6"	0	1.31973004614351	0.36	0.01	0
"Neurog3"	0	1.66423611080531	0.271	0.015	0
"Gstt1"	0	3.86199869176437	0.743	0.164	0
"Ddc"	0	2.67304970791782	0.821	0.199	0
"Gpx3"	0	1.66218994532019	0.323	0.005	0
"Anxa6"	0	1.30850541119071	0.339	0.007	0
"Lhx1"	0	1.50096159369298	0.356	0.003	0
